#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
dinopic;Cadillacs and Dinosaurs (bootleg with PIC16C57, set 1);mame;dino;1993;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;dino;Cadillacs and Dinosaurs (World 930201);;2;;;0;;1
dinopic2;Cadillacs and Dinosaurs (bootleg with PIC16C57, set 2);mame;dino;1993;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;dino;Cadillacs and Dinosaurs (World 930201);;2;;;0;;1
dinopic3;Cadillacs and Dinosaurs (bootleg with PIC16C57, set 3);mame;dino;1993;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;dino;Cadillacs and Dinosaurs (World 930201);;2;;;0;;1
dinou;Cadillacs and Dinosaurs (USA 930201);mame;dino;1993;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;dino;Cadillacs and Dinosaurs (World 930201);;2;;;0;;1
dino;Cadillacs and Dinosaurs (World 930201);mame;;1993;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
dinoj;Cadillacs: Kyouryuu Shin Seiki (Japan 930201);mame;dino;1993;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;dino;Cadillacs and Dinosaurs (World 930201);;2;;;0;;1
fghtjam;Capcom Fighting Jam (JAM1 Ver. A);mame;;2004;Capcom / Namco;Fighter / Versus;2P sim;0;;preliminary;1;raster;sys246;System 246 BIOS;chd;0;;;0;;1
cvs2;Capcom Vs. SNK 2: Mark Of The Millennium 2001 (USA) (GDL-0008);mame;;2001;Capcom / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
cvs2mf;Capcom Vs. SNK 2: Millionaire Fighting 2001 (Japan, Rev A) (GDL-0007A);mame;cvs2;2001;Capcom / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;cvs2;Capcom Vs. SNK 2: Mark Of The Millennium 2001 (USA) (GDL-0008);chd;6;;;0;;1
capsnkb;Capcom Vs. SNK: Millennium Fight 2000;mame;capsnk;2000;Capcom / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;capsnk;Capcom Vs. SNK: Millennium Fight 2000 (Rev C);;6;;;0;;1
capsnka;Capcom Vs. SNK: Millennium Fight 2000 (Rev A);mame;capsnk;2000;Capcom / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;capsnk;Capcom Vs. SNK: Millennium Fight 2000 (Rev C);;6;;;0;;1
capsnk;Capcom Vs. SNK: Millennium Fight 2000 (Rev C);mame;;2000;Capcom / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
cvsgd;Capcom Vs. SNK: Millennium Fight 2000 Pro (Japan) (GDL-0004);mame;;2001;Capcom / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomigd;NAOMI GD-ROM BIOS;chd;6;;;0;;1
captavena;Captain America and The Avengers (Asia Rev 1.0);mame;captaven;1991;Data East Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;captaven;Captain America and The Avengers (Asia Rev 1.4);;2;;;0;;1
captaven;Captain America and The Avengers (Asia Rev 1.4);mame;;1991;Data East Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
captavenj;Captain America and The Avengers (Japan Rev 0.2);mame;captaven;1991;Data East Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;captaven;Captain America and The Avengers (Asia Rev 1.4);;2;;;0;;1
captavene;Captain America and The Avengers (UK Rev 1.4);mame;captaven;1991;Data East Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;captaven;Captain America and The Avengers (Asia Rev 1.4);;2;;;0;;1
captavenua;Captain America and The Avengers (US Rev 1.4);mame;captaven;1991;Data East Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;captaven;Captain America and The Avengers (Asia Rev 1.4);;2;;;0;;1
captavenuu;Captain America and The Avengers (US Rev 1.6);mame;captaven;1991;Data East Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;captaven;Captain America and The Avengers (Asia Rev 1.4);;2;;;0;;1
captavenu;Captain America and The Avengers (US Rev 1.9);mame;captaven;1991;Data East Corporation;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;captaven;Captain America and The Avengers (Asia Rev 1.4);;2;;;0;;1
captcommb2;Captain Commando (bootleg with 2xMSM5205);mame;captcomm;1991;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;captcomm;Captain Commando (World 911202);;2;;;0;;1
captcommb;Captain Commando (bootleg);mame;captcomm;1991;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;captcomm;Captain Commando (World 911202);;2;;;0;;1
captcommjr1;Captain Commando (Japan 910928);mame;captcomm;1991;Capcom;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;captcomm;Captain Commando (World 911202);;2;;;0;;1
captcommj;Captain Commando (Japan 911202);mame;captcomm;1991;Capcom;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;captcomm;Captain Commando (World 911202);;2;;;0;;1
captcommu;Captain Commando (USA 910928);mame;captcomm;1991;Capcom;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;captcomm;Captain Commando (World 911202);;2;;;0;;1
captcommr1;Captain Commando (World 911014);mame;captcomm;1991;Capcom;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;captcomm;Captain Commando (World 911202);;2;;;0;;1
captcomm;Captain Commando (World 911202);mame;;1991;Capcom;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
chanbara;Chanbara;mame;;1985;Data East;Fighter / 2D;1P;270;double joystick (4-way),double joystick (4-way);good;1;raster;;;;0;;;0;;1
chaosbrk;Chaos Breaker (v2.02J);mame;;2004;Taito Corporation;Fighter / Versus;2P sim;0;;preliminary;1;raster;;;chd;0;;;0;;1
karatourj;Chatan Yara Kuushanku - The Karate Tournament (Japan);mame;karatour;1992;Mitchell;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;karatour;The Karate Tournament;;2;;;0;;1
cheekyms;Cheeky Mouse;mame;;1980;Universal;Fighter / Field;2P alt;270;joystick (2-way),joystick (2-way);imperfect;1;raster;;;;1;;;0;;1
myherok;Cheongchun Ilbeonji (Korea);mame;myhero;1985;Coreland / Sega;Fighter / 2D;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;myhero;My Hero (US, not encrypted);;2;;;0;;1
chinhero;Chinese Hero;mame;;1984;Taiyo System;Fighter / Field;2P sim;90;joystick (4-way),joystick (4-way);good;1;raster;;;;4;;;0;;1
chinhero2;Chinese Hero (older, set 1);mame;chinhero;1984;Taiyo System;Fighter / Field;2P sim;90;joystick (4-way),joystick (4-way);good;1;raster;chinhero;Chinese Hero;;4;;;0;;1
chinhero3;Chinese Hero (older, set 2);mame;chinhero;1984;Taiyo System;Fighter / Field;2P sim;90;joystick (4-way),joystick (4-way);good;1;raster;chinhero;Chinese Hero;;4;;;0;;1
chinherot;Chinese Heroe (Taito);mame;chinhero;1984;Taiyo System (Taito license);Fighter / Field;2P sim;90;joystick (4-way),joystick (4-way);good;1;raster;chinhero;Chinese Hero;;4;;;0;;1
kikaioh;Choukou Senki Kikaioh (Japan 980914);mame;techromn;1998;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;techromn;Tech Romancer (Euro 980914);;6;;;0;;1
commandw;Command War - Super Special Battle & War Game (Ver 0.0J, prototype);mame;;1992;Taito Corporation;Fighter / Versus;2P sim;0;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;;;;4;;;0;;1
cps3bootao;CPS3 Multi-game bootleg for dead security cart (older);mame;cps3boot;1999;bootleg;Fighter / Compilation;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cps3boot;CPS3 Multi-game bootleg for HD6417095 type SH2 (V4);chd;6;;;0;;1
cps3bootao2;CPS3 Multi-game bootleg for dead security cart (oldest) (New Generation, 2nd Impact and 3rd Strike only);mame;cps3boot;1999;bootleg;Fighter / Compilation;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cps3boot;CPS3 Multi-game bootleg for HD6417095 type SH2 (V4);chd;6;;;0;;1
cps3boota;CPS3 Multi-game bootleg for dead security cart (V5);mame;cps3boot;1999;bootleg;Fighter / Compilation;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cps3boot;CPS3 Multi-game bootleg for HD6417095 type SH2 (V4);chd;6;;;0;;1
cps3booto2;CPS3 Multi-game bootleg for HD6417095 type SH2 (oldest) (New Generation, 3rd Strike, JoJo's Venture, JoJo's Bizarre Adventure and Red Earth only);mame;cps3boot;1999;bootleg;Fighter / Compilation;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cps3boot;CPS3 Multi-game bootleg for HD6417095 type SH2 (V4);chd;6;;;0;;1
crimfghtj;Crime Fighters (Japan 2 Players);mame;crimfght;1989;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;crimfght;Crime Fighters (World 2 players);;3;;;0;;1
crimfghtu;Crime Fighters (US 4 Players);mame;crimfght;1989;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;crimfght;Crime Fighters (World 2 players);;2;;;0;;1
crimfght;Crime Fighters (World 2 players);mame;;1989;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
vendetta2pp;Crime Fighters 2 (Japan, 2 Players, ver. P);mame;vendetta;1991;Konami;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
vendettan;Crime Fighters 2 (Japan, 4 Players, ver. N);mame;vendetta;1991;Konami;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;vendetta;Vendetta (World, 4 Players, ver. T);;2;;;0;;1
crossbld;Cross Blades! (Japan);mame;bmaster;1991;Irem;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;bmaster;Blade Master (World);;2;;;0;;1
crsword;Crossed Swords (ALM-002 ~ ALH-002);mame;;1991;Alpha Denshi Co.;Fighter / Misc.;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
crswd2bl;Crossed Swords 2 (bootleg of CD version);mame;;1996;bootleg (Razoola);Fighter / Misc.;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
cthd2003;Crouching Tiger Hidden Dragon 2003 (The King of Fighters 2001 bootleg);mame;kof2001;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kof2001;The King of Fighters 2001 (NGM-262?);;4;;;0;;1
ct2k3sp;Crouching Tiger Hidden Dragon 2003 Super Plus (The King of Fighters 2001 bootleg);mame;kof2001;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kof2001;The King of Fighters 2001 (NGM-262?);;4;;;0;;1
ct2k3sa;Crouching Tiger Hidden Dragon 2003 Super Plus alternate (The King of Fighters 2001 bootleg);mame;kof2001;2003;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;kof2001;The King of Fighters 2001 (NGM-262?);;4;;;0;;1
crusherm;Crusher Makochan (Japan);mame;;1999;Takumi;Fighter / Versus;1P;0;only_buttons;good;1;raster;;;;2;;;0;;1
cutefght;Cute Fighter;mame;;1998;SemiCom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
cybots;Cyberbots: Fullmetal Madness (Euro 950424);mame;;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
cybotsj;Cyberbots: Fullmetal Madness (Japan 950420);mame;cybots;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cybots;Cyberbots: Fullmetal Madness (Euro 950424);;4;;;0;;1
cybotsjd;Cyberbots: Fullmetal Madness (Japan 950424) (decrypted bootleg);mame;cybots;1995;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cybots;Cyberbots: Fullmetal Madness (Euro 950424);;4;;;0;;1
cybotsud;Cyberbots: Fullmetal Madness (USA 950424 Phoenix Edition) (bootleg);mame;cybots;1995;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cybots;Cyberbots: Fullmetal Madness (Euro 950424);;4;;;0;;1
cybotsu;Cyberbots: Fullmetal Madness (USA 950424);mame;cybots;1995;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;cybots;Cyberbots: Fullmetal Madness (Euro 950424);;4;;;0;;1
cybstorm;Cyberstorm (prototype);mame;;1993;Atari Games;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
cyclwarrb;Cycle Warriors;mame;cyclwarr;1991;Tatsumi;Fighter / Driving Vertical;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;cyclwarr;Cycle Warriors (rev C);;3;;;0;;1
cyclwarra;Cycle Warriors (rev B);mame;cyclwarr;1991;Tatsumi;Fighter / Driving Vertical;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;cyclwarr;Cycle Warriors (rev C);;3;;;0;;1
cyclwarr;Cycle Warriors (rev C);mame;;1991;Tatsumi;Fighter / Driving Vertical;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;;;;3;;;0;;1
ddcrewbl;D. D. Crew (bootleg);mame;ddcrew;1990;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);preliminary;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrewj2d;D. D. Crew (Japan, 2 Players) (bootleg of FD1094 317-0182 set);mame;ddcrew;1991;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrewj2;D. D. Crew (Japan, 2 Players) (FD1094 317-0182);mame;ddcrew;1991;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrewjd;D. D. Crew (Japan, 4 Players) (bootleg of FD1094 317-0185 set);mame;ddcrew;1991;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrewj;D. D. Crew (Japan, 4 Players) (FD1094 317-0185);mame;ddcrew;1991;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrewud;D. D. Crew (US, 4 Players) (bootleg of FD1094 317-0186 set);mame;ddcrew;1991;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrewu;D. D. Crew (US, 4 Players) (FD1094 317-0186);mame;ddcrew;1991;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrew2d;D. D. Crew (World, 2 Players) (bootleg of FD1094 317-0184 set);mame;ddcrew;1991;bootleg;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrew2;D. D. Crew (World, 2 Players) (FD1094 317-0184);mame;ddcrew;1991;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrewd;D. D. Crew (World, 3 Players) (bootleg of FD1094 317-0190 set);mame;ddcrew;1991;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);mame;;1991;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
ddcrew1d;D. D. Crew (World, 4 Players) (bootleg of FD1094 317-0187 set);mame;ddcrew;1991;bootleg;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
ddcrew1;D. D. Crew (World, 4 Players) (FD1094 317-0187);mame;ddcrew;1991;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;ddcrew;D. D. Crew (World, 3 Players) (FD1094 317-0190);;3;;;0;;1
dankuga;Dan-Ku-Ga (Ver 0.0J 1994/12/13, prototype);mame;;1994;Taito Corporation;Fighter / Versus;2P sim;0;joystick (8-way),dial,joystick (8-way),dial;imperfect;1;raster;;;;6;;;0;;1
darkedgej;Dark Edge (Japan);mame;darkedge;1992;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;darkedge;Dark Edge (World);;5;;;0;;1
darkedge;Dark Edge (World);mame;;1992;Sega;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;5;;;0;;1
darkseal2;Dark Seal 2 (Japan v2.1);mame;wizdfire;1992;Data East Corporation;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;wizdfire;Wizard Fire (Over Sea v2.1);;2;;;0;;1
dstlka;Darkstalkers: The Night Warriors (Asia 940705);mame;dstlk;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
dstlk;Darkstalkers: The Night Warriors (Euro 940705);mame;;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
dstlkh;Darkstalkers: The Night Warriors (Hispanic 940818);mame;dstlk;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
dstlku1d;Darkstalkers: The Night Warriors (USA 940705 Phoenix Edition) (bootleg);mame;dstlk;1994;bootleg;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
dstlkur1;Darkstalkers: The Night Warriors (USA 940705);mame;dstlk;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
dstlku;Darkstalkers: The Night Warriors (USA 940818);mame;dstlk;1994;Capcom;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;dstlk;Darkstalkers: The Night Warriors (Euro 940705);;6;;;0;;1
powj;Datsugoku - Prisoners of War (Japan);mame;pow;1988;SNK;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;pow;P.O.W. - Prisoners of War (US version 1);;3;;;0;;1
doaae;Dead or Alive (Export, Model 2A, Revision A);mame;doa;1996;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;doa;Dead or Alive (Model 2B, Revision C);;3;;;0;;1
doaa;Dead or Alive (Model 2A, Revision A);mame;doa;1996;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;doa;Dead or Alive (Model 2B, Revision C);;3;;;0;;1
doaab;Dead or Alive (Model 2A);mame;doa;1996;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;doa;Dead or Alive (Model 2B, Revision C);;3;;;0;;1
doab;Dead or Alive (Model 2B, Revision B);mame;doa;1996;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;doa;Dead or Alive (Model 2B, Revision C);;3;;;0;;1
doa;Dead or Alive (Model 2B, Revision C);mame;;1996;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;3;;;0;;1
doapp;Dead Or Alive ++ (Japan/USA/Export);mame;;1998;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh1002m;TPS;;3;;;0;;1
doappk;Dead Or Alive ++ (Korea);mame;doapp;1998;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;doapp;Dead Or Alive ++ (Japan/USA/Export);;3;;;0;;1
doa2;Dead or Alive 2;mame;doa2m;1999;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;doa2m;Dead or Alive 2 Millennium;;6;;;0;;1
doa2a;Dead or Alive 2 (Rev A);mame;doa2m;1999;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;doa2m;Dead or Alive 2 Millennium;;6;;;0;;1
doa2m;Dead or Alive 2 Millennium;mame;;2000;Tecmo;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
deathbrd;Death Brade (Japan ver JM-3);mame;mutantf;1991;Data East Corporation;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;mutantf;Mutant Fighter (World ver EM-5);;2;;;0;;1
demofist;Demolish Fist;mame;;2003;Polygon Magic / Dimps;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;awbios;Atomiswave BIOS;;6;;;0;;1
denjinmk;Denjin Makai (set 1);mame;;1994;Winkysoft (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
denjinmka;Denjin Makai (set 2);mame;denjinmk;1994;Winkysoft (Banpresto license);Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);good;1;raster;denjinmk;Denjin Makai (set 1);;3;;;0;;1
desertdn;Desert Dan;mame;;1982;Kawakusu (Video Optics license);Fighter / Vertical;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;1;;;0;;1
diehard;Die Hard Arcade (UET 960515 V1.000);mame;;1996;Sega;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;stvbios;ST-V Bios;;4;;;0;;1
