#Romname;Title;Emulator;Cloneof;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons;Favourite;Tags;PlayedCount;PlayedTime;FileIsAvailable
acrobatm;Acrobat Mission;mame;;1991;UPL (Taito license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
nmk004;NMK004;mame;;;;System / Device;Device;0;;good;0;;;;;0;;;0;;1
acrobatmbl;Acrobat Mission (bootleg with Raiden sounds);mame;acrobatm;1991;bootleg;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;acrobatm;Acrobat Mission;;3;;;0;;1
dogfgt;Acrobatic Dog-Fight;mame;;1984;Technos Japan;Shooter / Flying;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
dogfgtu;Acrobatic Dog-Fight (USA);mame;dogfgt;1985;Technos Japan (Data East USA, Inc. license);Shooter / Flying;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;dogfgt;Acrobatic Dog-Fight;;3;;;0;;1
nss_actr;Act Raiser (Nintendo Super System);mame;;1992;Enix;Platform / Fighter Scrolling;1P;0;joystick (8-way),joystick (8-way);preliminary;2;raster;nss;Nintendo Super System BIOS;;13;;;0;;1
nss;Nintendo Super System BIOS;mame;;199?;Nintendo;System / BIOS;BIOS;0;joystick (8-way),joystick (8-way);good;2;raster;;;;13;;;0;;1
s_smp;Nintendo/Sony S-SMP;mame;;;;System / Device;Device;0;;good;0;;;;;0;;;0;;1
m50458;Mitsubishi M50458 OSD;mame;;;;System / Device;Device;0;;good;0;;;;;0;;;0;;1
actfancrj;Act-Fancer Cybernetick Hyper Weapon (Japan revision 1);mame;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 3);;2;;;0;;1
actfancr1;Act-Fancer Cybernetick Hyper Weapon (World revision 1);mame;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 3);;2;;;0;;1
actfancr2;Act-Fancer Cybernetick Hyper Weapon (World revision 2);mame;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 3);;2;;;0;;1
actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 3);mame;;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;2;;;0;;1
afighter;Action Fighter (FD1089A 317-0018);mame;;1986;Sega;Shooter / Misc. Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
afighterd;Action Fighter (FD1089B 317-unknown, analog controls);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;paddle,pedal;good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;4;;;0;;1
afighterc;Action Fighter (FD1089B 317-unknown);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;3;;;0;;1
afighterh;Action Fighter (System 16B, FD1089A 317-0018);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;3;;;0;;1
afighterf;Action Fighter (System 16B, FD1089B 317-unknown, analog controls);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;paddle,pedal;good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;4;;;0;;1
afighterg;Action Fighter (System 16B, FD1089B 317-unknown);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;3;;;0;;1
afightere;Action Fighter (System 16B, unprotected, analog controls);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;paddle,pedal;good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;4;;;0;;1
afighterb;Action Fighter (unprotected, analog controls);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;paddle,pedal;good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;4;;;0;;1
afightera;Action Fighter (unprotected);mame;afighter;1986;Sega;Shooter / Misc. Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;afighter;Action Fighter (FD1089A 317-0018);;3;;;0;;1
actionhw;Action Hollywood;mame;;1995;TCH;Maze / Change Surface;2P sim;0;joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
spacfurybl;Advisor (Italian bootleg of Space Fury);mame;spacfury;1981;bootleg (Rumiano);Shooter / Field;2P alt;180;joystick (2-way),joystick (2-way);imperfect;1;vector;spacfury;Space Fury (revision C);;2;;;0;;1
aerfboot;Aero Fighters (bootleg, set 1);mame;aerofgt;1992;bootleg;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);;2;;;0;;1
aerfboo2;Aero Fighters (bootleg, set 2);mame;aerofgt;1992;bootleg;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);imperfect;1;raster;aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);;2;;;0;;1
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);mame;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);;2;;;0;;1
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);mame;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);;2;;;0;;1
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);mame;;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
sonicwi2;Aero Fighters 2 / Sonic Wings 2;mame;;1994;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
sonicwi3;Aero Fighters 3 / Sonic Wings 3;mame;;1995;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
aerofgtst;Aero Fighters Special (Taiwan);mame;aerofgts;1996;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;aerofgts;Aero Fighters Special (USA);;3;;;0;;1
coh1002v;Video System PSX;mame;;1996;Video System Co.;System / BIOS;BIOS;0;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
aerofgts;Aero Fighters Special (USA);mame;;1996;McO'River, Inc.;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way),joystick (8-way),joystick (8-way);imperfect;1;raster;coh1002v;Video System PSX;;3;;;0;;1
aeroboto;Aeroboto;mame;formatz;1984;Jaleco (Williams license);Shooter / Misc. Horizontal;2P alt;0;joystick (8-way),joystick (8-way);imperfect;1;raster;formatz;Formation Z;;2;;;0;;1
aerolitos;Aerolitos (Spanish bootleg of Asteroids);mame;asteroid;1980;bootleg (Rodmar Elec.);Shooter / Field;2P alt;0;only_buttons;good;1;vector;asteroid;Asteroids (rev 4);;5;;;0;;1
aburner;After Burner;mame;aburner2;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;aburner2;After Burner II;;2;;;0;;1
mt_aftrb;After Burner (Mega-Tech, SMS based);mame;;1987;Sega;Shooter / Flying (chase view);2;0;joystick (8-way),joystick (8-way);preliminary;2;raster;megatech;Mega-Tech;;4;;;0;;1
megatech;Mega-Tech;mame;;1989;Sega;System / BIOS;BIOS;0;joystick (8-way),joystick (8-way);good;2;raster;;;;4;;;0;;1
aburner2;After Burner II;mame;;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;;;;2;;;0;;1
aburner2g;After Burner II (German);mame;aburner2;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;aburner2;After Burner II;;2;;;0;;1
aoh;Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07);mame;;2001;Unico;Fighter / 2.5D;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
superbon;Agent Super Bond (Super Cobra conversion);mame;;1985;Signatron USA;Maze / Shooter Small;2P alt;90;joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
agentx1;Agent X (prototype, rev 1);mame;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick (8-way);good;1;raster;cloak;Cloak & Dagger (rev 5);;1;;;0;;1
agentx2;Agent X (prototype, rev 2);mame;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick (8-way);good;1;raster;cloak;Cloak & Dagger (rev 5);;1;;;0;;1
agentx3;Agent X (prototype, rev 3);mame;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick (8-way);good;1;raster;cloak;Cloak & Dagger (rev 5);;1;;;0;;1
agentx4;Agent X (prototype, rev 4);mame;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick (8-way);good;1;raster;cloak;Cloak & Dagger (rev 5);;1;;;0;;1
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008 ~ ADH-008);mame;;1994;ADK / SNK;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;neogeo;Neo-Geo MV-6F;;4;;;0;;1
agressb;Agress - Missile Daisenryaku (English bootleg);mame;agress;2003;bootleg;Puzzle / Sliding;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;agress;Agress - Missile Daisenryaku (Japan);;3;;;0;;1
agress;Agress - Missile Daisenryaku (Japan);mame;;1991;Palco;Puzzle / Sliding;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
koshien;Ah Eikou no Koshien (Japan);mame;;1990;Taito Corporation;Sports / Baseball;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
airass;Air Assault (World);mame;;1993;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
airattck;Air Attack (set 1);mame;;1996;Comad;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
airattcka;Air Attack (set 2);mame;airattck;1996;Comad;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;airattck;Air Attack (set 1);;2;;;0;;1
airbustrb;Air Buster: Trouble Specialty Raid Unit (bootleg);mame;airbustr;1990;bootleg;Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;airbustr;Air Buster: Trouble Specialty Raid Unit (World);;2;;;0;;1
airbustrj;Air Buster: Trouble Specialty Raid Unit (Japan);mame;airbustr;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;airbustr;Air Buster: Trouble Specialty Raid Unit (World);;2;;;0;;1
airbustr;Air Buster: Trouble Specialty Raid Unit (World);mame;;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
aircombj;Air Combat (AC1, Japan);mame;aircomb;1992;Namco;Shooter / Flying (chase view);1P;0;joystick (analog);preliminary;1;raster;aircomb;Air Combat (AC2, US);;6;;;0;;1
namcoc68;Namco C68 I/O;mame;;;;System / Device;Device;0;;good;0;;;;;0;;;0;;1
namcoc67;Namco C67 (TMS320C25);mame;;;;System / Device;Device;0;;good;0;;;;;0;;;0;;1
aircomb;Air Combat (AC2, US);mame;;1992;Namco;Shooter / Flying (chase view);1P;0;joystick (analog);preliminary;1;raster;;;;6;;;0;;1
airco22b;Air Combat 22 (Japan, ACS1 Ver.B);mame;;1995;Namco;Shooter / Flying (chase view);1P;0;joystick (analog);imperfect;1;raster;;;;2;;;0;;1
airdueljm72;Air Duel (Japan, M72 hardware);mame;airduel;1990;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;airduel;Air Duel (World, M82 hardware);;4;;;0;;1
airduelu;Air Duel (US location test, M82 hardware);mame;airduel;1990;Irem America;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;airduel;Air Duel (World, M82 hardware);;4;;;0;;1
airduelm72;Air Duel (World, M72 hardware);mame;airduel;1990;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;airduel;Air Duel (World, M82 hardware);;4;;;0;;1
airduel;Air Duel (World, M82 hardware);mame;;1990;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;4;;;0;;1
agallet;Air Gallet (Europe);mame;;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
agalleth;Air Gallet (Hong Kong);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalletk;Air Gallet (Korea);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalleta;Air Gallet (older, Europe);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalletah;Air Gallet (older, Hong Kong);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalletak;Air Gallet (older, Korea);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalletat;Air Gallet (older, Taiwan);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalletau;Air Gallet (older, USA);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agallett;Air Gallet (Taiwan);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalletu;Air Gallet (USA);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
ainfernoj;Air Inferno (Japan);mame;ainferno;1990;Taito Corporation Japan;Shooter / Flying 1st Person;1P;0;only_buttons,joystick (analog);preliminary;1;raster;ainferno;Air Inferno (World);;6;;;0;;1
ainfernou;Air Inferno (US);mame;ainferno;1990;Taito America Corporation;Shooter / Flying 1st Person;1P;0;only_buttons,joystick (analog);preliminary;1;raster;ainferno;Air Inferno (World);;6;;;0;;1
ainferno;Air Inferno (World);mame;;1990;Taito Corporation Japan;Shooter / Flying 1st Person;1P;0;only_buttons,joystick (analog);preliminary;1;raster;;;;6;;;0;;1
airrace;Air Race (prototype);mame;;1985;Atari Games;Driving / Plane;1P;0;double joystick (8-way),joystick (analog);imperfect;1;raster;;;;6;;;0;;1
airraid;Air Raid (Single PCB);mame;;1987;Seibu Kaihatsu;Shooter / Flying Vertical;2;270;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;2;;;0;;1
arescuej;Air Rescue (Japan);mame;arescue;1992;Sega;Shooter / Flying 1st Person;2P sim;0;joystick (analog),joystick (analog);imperfect;2;raster;arescue;Air Rescue (World);;2;;;0;;1
arescueu;Air Rescue (US);mame;arescue;1992;Sega;Shooter / Flying 1st Person;2P sim;0;joystick (analog),joystick (analog);imperfect;2;raster;arescue;Air Rescue (World);;2;;;0;;1
arescue;Air Rescue (World);mame;;1992;Sega;Shooter / Flying 1st Person;2P sim;0;joystick (analog),joystick (analog);imperfect;2;raster;;;;2;;;0;;1
airtrixo;Air Trix (original);mame;airtrix;2000;Sega;Sports / Skateboarding;1P;0;;preliminary;1;raster;airtrix;Air Trix (Rev A);;0;;;0;;1
hikaru;Hikaru Bios;mame;;2000;Sega;System / BIOS;BIOS;0;;preliminary;1;raster;;;;0;;;0;;1
airtrix;Air Trix (Rev A);mame;;2000;Sega;Sports / Skateboarding;1P;0;;preliminary;1;raster;hikaru;Hikaru Bios;;0;;;0;;1
airwlkrs;Air Walkers;mame;;1997;Data East;Sports / Basketball;4P sim;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;3;;;0;;1
segabill;Sega Billboard;mame;;;;System / Device;Device;0;;good;0;;;;;0;;;0;;1
alpilotj;Airline Pilots (Japan, Rev A);mame;;1999;Sega;Driving / Plane;1P;0;joystick (analog),positional;preliminary;1;raster;naomi;NAOMI BIOS;;3;;;0;;1
alpilot;Airline Pilots (World, Rev B);mame;;1999;Sega;Driving / Plane;1P;0;joystick (analog),positional;preliminary;1;raster;airlbios;NAOMI Airline Pilots (deluxe) BIOS;;3;;;0;;1
airlbios;NAOMI Airline Pilots (deluxe) BIOS;mame;;1999;Sega;System / BIOS;BIOS;0;joystick (8-way),joystick (8-way);preliminary;1;raster;;;;6;;;0;;1
airwolf;Airwolf;mame;;1987;Kyugo;Shooter / Flying Horizontal;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
airwolfa;Airwolf (US);mame;airwolf;1987;Kyugo (United Amusements license);Shooter / Flying Horizontal;2P alt;0;joystick (8-way),joystick (8-way);good;1;raster;airwolf;Airwolf;;2;;;0;;1
ajax;Ajax;mame;;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
ajaxj;Ajax (Japan);mame;ajax;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way),joystick (8-way);good;1;raster;ajax;Ajax;;3;;;0;;1
ausfache;Akatsuki Blitzkampf Ausf. Achse (Japan);mame;;2008;Subtle Style;Fighter / Versus;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
akkaarrh;Akka Arrh (prototype);mame;;1982;Atari;Shooter / Field;2P alt;0;trackball;good;1;raster;;;;3;;;0;;1
akkanvdr;Akkanbeder (Ver 2.5J 1995/06/14);mame;spcinv95;1995;Taito Corporation;Shooter / Gallery;2P sim;270;joystick (8-way),dial,joystick (8-way),dial,joystick (8-way),joystick (8-way);imperfect;1;raster;spcinv95;Space Invaders '95: The Attack Of Lunar Loonies (Ver 2.5O 1995/06/14);;4;;;0;;1
akumajoun;Akuma-Jou Dracula (Japan version N);mame;hcastle;1988;Konami;Platform / Fighter Scrolling;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;hcastle;Haunted Castle (version M);;2;;;0;;1
akumajou;Akuma-Jou Dracula (Japan version P);mame;hcastle;1988;Konami;Platform / Fighter Scrolling;2P alt;0;joystick (4-way),joystick (4-way);good;1;raster;hcastle;Haunted Castle (version M);;2;;;0;;1
agalletj;Akuu Gallet (Japan);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
agalletaj;Akuu Gallet (older, Japan);mame;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way),joystick (8-way);good;1;raster;agallet;Air Gallet (Europe);;3;;;0;;1
aladmdb;Aladdin (bootleg of Japanese Mega Drive version);mame;;1993;bootleg / Sega;Platform / Fighter Scrolling;1P;0;joystick (8-way);good;1;raster;;;;3;;;0;;1
albatross;Albatross (US prototype?);mame;suprgolf;1989;Nasco (Technos license);Sports / Golf;2;0;joystick (2-way),dial,joystick (2-way),dial;preliminary;1;raster;suprgolf;Super Crowns Golf (World);;4;;;0;;1
alcon;Alcon (US);mame;;1986;Toaplan / Taito America Corp.;Shooter / Flying Vertical;2P alt;270;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
m68705p5;Motorola MC68705P5;mame;;;;System / Device;Device;0;;good;0;;;;;0;;;0;;1
alexkidd1;Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021);mame;alexkidd;1986;Sega;Platform / Run, Jump & Scrolling;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;alexkidd;Alex Kidd: The Lost Stars (set 2, unprotected);;3;;;0;;1
alexkidd;Alex Kidd: The Lost Stars (set 2, unprotected);mame;;1986;Sega;Platform / Run, Jump & Scrolling;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;3;;;0;;1
alibaba;Ali Baba and 40 Thieves;mame;;1982;Sega;Maze / Collect;2P alt;90;joystick (4-way),joystick (4-way);preliminary;1;raster;;;;1;;;0;;1
alienar;Alien Arena;mame;;1985;Duncan Brown;Maze / Collect;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;2;;;0;;1
alienaru;Alien Arena (Stargate upgrade);mame;alienar;1985;Duncan Brown;Maze / Collect;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;alienar;Alien Arena;;2;;;0;;1
alienchac;Alien Challenge (China);mame;aliencha;1994;IGS;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;aliencha;Alien Challenge (World);;6;;;0;;1
aliencha;Alien Challenge (World);mame;;1994;IGS;Fighter / Versus;2P sim;0;joystick (8-way),joystick (8-way);good;1;raster;;;;6;;;0;;1
aliencr;Alien Crush (United Amusements PC Engine);mame;;1989;Hudson Soft;Arcade / Pinball;1P;0;joystick (8-way);imperfect;1;raster;;;;3;;;0;;1
alienfnta;Alien Front (Rev A);mame;alienfnt;2001;Sega;Shooter / 1st Person;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;alienfnt;Alien Front (Rev T);;6;;;0;;1
alienfnt;Alien Front (Rev T);mame;;2001;Sega;Shooter / 1st Person;2;0;joystick (8-way),joystick (8-way);preliminary;1;raster;naomi;NAOMI BIOS;;6;;;0;;1
alinvade;Alien Invaders;mame;;198?;Forbes?;Shooter / Gallery;2P alt;90;joystick (2-way);preliminary;1;raster;;;;1;;;0;;1
alieninv;Alien Invasion;mame;invaders;19??;bootleg (Margamatics);Shooter / Gallery;2P alt;270;joystick (2-way),joystick (2-way);good;1;raster;invaders;Space Invaders / Space Invaders M;;1;;;0;;1
